CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C  2777;ITALCHIMICA SRL Unipersonale;;NULL;DCG/2017/768;DDT Campionatura Cliente;768;2017-08-01 00:00:00.000;2017;DCG;768;;2017-08-01 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;154356;466494
C  2777;ITALCHIMICA SRL Unipersonale;;NULL;DCG/2017/786;DDT Campionatura Cliente;786;2017-08-02 00:00:00.000;2017;DCG;786;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;154523;466640
C  2777;ITALCHIMICA SRL Unipersonale;;NULL;DCG/2017/788;DDT Campionatura Cliente;788;2017-08-02 00:00:00.000;2017;DCG;788;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;154525;466642
C  1999;ITIDET SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;DCG/2017/784;DDT Campionatura Cliente;784;2017-08-02 00:00:00.000;2017;DCG;784;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;154521;466638
C  1830;ITS-SISA DETERGENTI SRL;;NULL;DCG/2016/389;DDT Campionatura Cliente;389;2016-04-18 00:00:00.000;2016;DCG;389;;2016-04-18 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;ITS-SISA DETERGENTI SRL VIA EUROPA UNITA, 23/A CARAVAGGIO BG;81981;416080
C  1830;ITS-SISA DETERGENTI SRL;;NULL;DCG/2017/127;DDT Campionatura Cliente;127;2017-02-24 00:00:00.000;2017;DCG;127;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;ITS-SISA DETERGENTI SRL VIA EUROPA UNITA, 23/A CARAVAGGIO BG;127043;448212
C  2379;IUVENOR LAB S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/71;DDT Campionatura Cliente;71;2017-02-23 00:00:00.000;2017;DCG;71;;2017-02-23 00:00:00.000;DAP OURENSE -SPAGNA;RIM.DIR.90 GG DF FM;NULL;NULL;;126796;448018
C  2379;IUVENOR LAB S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/76;DDT Campionatura Cliente;76;2017-02-23 00:00:00.000;2017;DCG;76;;2017-02-23 00:00:00.000;DAP OURENSE -SPAGNA;RIM.DIR.90 GG DF FM;NULL;NULL;;126811;448024
C  2701;JACKLON SPA;;NULL;DCG/2017/389;DDT Campionatura Cliente;389;2017-04-27 00:00:00.000;2017;DCG;389;;2017-04-27 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;138632;455119
C  2701;JACKLON SPA;;NULL;DCG/2017/565;DDT Campionatura Cliente;565;2017-06-14 00:00:00.000;2017;DCG;565;;2017-06-14 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;NULL;460899
C  2947;JOE & CO;;NULL;DCG/2017/545;DDT Campionatura Cliente;545;2017-06-08 00:00:00.000;2017;DCG;545;;2017-06-08 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;145561;460116
C  1466;JOSAMI S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/304;DDT Campionatura Cliente;304;2016-03-25 00:00:00.000;2016;DCG;304;;2016-03-25 00:00:00.000;DAP VALENCIA;RIM.DIR.90 GG DF;NULL;NULL;;0;413786
C  2980;KALIBIO SRL;A     2;GIGLIOCHEM S.a.S.;DCG/2017/787;DDT Campionatura Cliente;787;2017-08-02 00:00:00.000;2017;DCG;787;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;154524;466641
C  1001;KAMENA PRODUCTS CORPORATION;;NULL;DCG/2017/91;DDT Campionatura Cliente;91;2017-02-23 00:00:00.000;2017;DCG;91;;2017-02-23 00:00:00.000;CFR ALESSANDRIA PORT;60 GG DATA B/L;NULL;NULL;GOMATA 6 OCTOBER CO. 60 EL KHORONFISH  ST. EL GAMALIA  CAIRO     EGYPT;126861;448051
C  1525;KAO CORPORATION SA;;NULL;DCG/2017/20;DDT Campionatura Cliente;20;2017-02-21 00:00:00.000;2017;DCG;20;;2017-02-21 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;126273;447461
C  1525;KAO CORPORATION SA;;NULL;DCG/2017/638;DDT Campionatura Cliente;638;2017-06-21 00:00:00.000;2017;DCG;638;;2017-06-21 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;147933;461711
C  1525;KAO CORPORATION SA;;NULL;DCG/2017/652;DDT Campionatura Cliente;652;2017-06-21 00:00:00.000;2017;DCG;652;;2017-06-21 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;147950;461773
C  1525;KAO CORPORATION SA;;NULL;DCG/2017/992;DDT Campionatura Cliente;992;2017-09-13 00:00:00.000;2017;DCG;992;;2017-09-13 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;158483;469667
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/1038;DDT Campionatura Cliente;1038;2016-11-04 00:00:00.000;2016;DCG;1038;;2016-11-04 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;0;436856
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/1060;DDT Campionatura Cliente;1060;2016-11-04 00:00:00.000;2016;DCG;1060;;2016-11-04 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;111761;436892
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/1232;DDT Campionatura Cliente;1232;2016-12-14 00:00:00.000;2016;DCG;1232;;2016-12-14 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;117636;441296
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/128;DDT Campionatura Cliente;128;2016-02-25 00:00:00.000;2016;DCG;128;;2016-02-25 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;73721;410460
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/300;DDT Campionatura Cliente;300;2016-03-25 00:00:00.000;2016;DCG;300;;2016-03-25 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;0;413781
C  1525;KAO CORPORATION SA;A    11;MAURICIO CARRIO' CAMPANA;DCG/2016/511;DDT Campionatura Cliente;511;2016-05-13 00:00:00.000;2016;DCG;511;;2016-05-13 00:00:00.000;DAP OLESA MONTSERRAT;RIM.DIR.90 GG DF FM;NULL;NULL;KAO CORPORATION SA (OLESA) -CTRA DE LA PUDA S/N KM.6,7 - POL.IND.CA'N VINYALS OLESA DE MONTSERRAT -BARCELLONA-SPAGNA;85688;419110
C     7;KARYS DUE SRL;;NULL;DCG/2016/1029;DDT Campionatura Cliente;1029;2016-11-03 00:00:00.000;2016;DCG;1029;;2016-11-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;0;436722
C  2045;KEMIA TAU SRL;;NULL;DCG/2017/162;DDT Campionatura Cliente;162;2017-02-27 00:00:00.000;2017;DCG;162;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;KEMIA TAU SRL  VIA TORINO 56 LA CASSA TO;127200;448353
C  2045;KEMIA TAU SRL;;NULL;DCG/2017/364;DDT Campionatura Cliente;364;2017-04-14 00:00:00.000;2017;DCG;364;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;KEMIA TAU SRL  VIA TORINO 56 LA CASSA TO;137384;454208
C  2045;KEMIA TAU SRL;;NULL;DCG/2017/556;DDT Campionatura Cliente;556;2017-06-09 00:00:00.000;2017;DCG;556;;2017-06-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;KEMIA TAU SRL  VIA TORINO 56 LA CASSA TO;145828;460296
C  1825;KEMIKA SPA;;NULL;DCG/2016/99;DDT Campionatura Cliente;99;2016-02-22 00:00:00.000;2016;DCG;99;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;;73237;409928
C  1825;KEMIKA SPA;;NULL;DCG/2017/484;DDT Campionatura Cliente;484;2017-06-07 00:00:00.000;2017;DCG;484;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;;145325;459910
C  1825;KEMIKA SPA;;NULL;DCG/2017/807;DDT Campionatura Cliente;807;2017-08-02 00:00:00.000;2017;DCG;807;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;;154549;466666
C  2903;KIALAB SRL - INSUBRIAS BIOPARK;;NULL;DCG/2017/228;DDT Campionatura Cliente;228;2017-02-27 00:00:00.000;2017;DCG;228;;2017-02-27 00:00:00.000;NULL;NULL;NULL;NULL;;127576;448423
C  2903;KIALAB SRL - INSUBRIAS BIOPARK;;NULL;DCG/2017/254;DDT Campionatura Cliente;254;2017-02-27 00:00:00.000;2017;DCG;254;;2017-02-27 00:00:00.000;NULL;NULL;NULL;NULL;;127603;448459
C   367;KIMICAR SRL;;NULL;DCG/2016/224;DDT Campionatura Cliente;224;2016-03-21 00:00:00.000;2016;DCG;224;;2016-03-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;NULL;413294
C   367;KIMICAR SRL;;NULL;DCG/2017/408;DDT Campionatura Cliente;408;2017-06-06 00:00:00.000;2017;DCG;408;;2017-06-06 00:00:00.000;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;;145059;459707
C  2962;KIMYA SRL;;NULL;DCG/2017/580;DDT Campionatura Cliente;580;2017-06-20 00:00:00.000;2017;DCG;580;;2017-06-20 00:00:00.000;NULL;NULL;NULL;NULL;;147609;461414
C  2962;KIMYA SRL;;NULL;DCG/2017/819;DDT Campionatura Cliente;819;2017-08-03 00:00:00.000;2017;DCG;819;;2017-08-03 00:00:00.000;NULL;NULL;NULL;NULL;;154965;466917
C  2661;KOMIS SRL;;NULL;DCG/2016/104;DDT Campionatura Cliente;104;2016-02-22 00:00:00.000;2016;DCG;104;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;73243;409933
C  2661;KOMIS SRL;;NULL;DCG/2016/446;DDT Campionatura Cliente;446;2016-05-06 00:00:00.000;2016;DCG;446;;2016-05-06 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;0;418260
C  2661;KOMIS SRL;;NULL;DCG/2016/623;DDT Campionatura Cliente;623;2016-06-17 00:00:00.000;2016;DCG;623;;2016-06-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;91490;422891
C  2661;KOMIS SRL;;NULL;DCG/2016/73;DDT Campionatura Cliente;73;2016-02-18 00:00:00.000;2016;DCG;73;;2016-02-18 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;72471;409612
C  2558;L.C.A. LABORATORI DI CHIMICA APPLICATA SRL;;NULL;DCG/2016/220;DDT Campionatura Cliente;220;2016-03-21 00:00:00.000;2016;DCG;220;;2016-03-21 00:00:00.000;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;77763;413290
C  2558;L.C.A. LABORATORI DI CHIMICA APPLICATA SRL;;NULL;DCG/2016/221;DDT Campionatura Cliente;221;2016-03-21 00:00:00.000;2016;DCG;221;;2016-03-21 00:00:00.000;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;77764;413291
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/167;DDT Campionatura Cliente;167;2017-02-27 00:00:00.000;2017;DCG;167;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;127206;448359
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/236;DDT Campionatura Cliente;236;2017-02-27 00:00:00.000;2017;DCG;236;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;127584;448432
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/269;DDT Campionatura Cliente;269;2017-02-27 00:00:00.000;2017;DCG;269;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;127618;448476
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/366;DDT Campionatura Cliente;366;2017-04-14 00:00:00.000;2017;DCG;366;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;137386;454210
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/477;DDT Campionatura Cliente;477;2017-06-07 00:00:00.000;2017;DCG;477;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;145318;459903
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/498;DDT Campionatura Cliente;498;2017-06-07 00:00:00.000;2017;DCG;498;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;145341;459927
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;DCG/2017/780;DDT Campionatura Cliente;780;2017-08-02 00:00:00.000;2017;DCG;780;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;154517;466634
C  2192;LA DUELLEPI SRL;;NULL;DCG/2017/160;DDT Campionatura Cliente;160;2017-02-27 00:00:00.000;2017;DCG;160;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;LA DUELLEPI SRL VIA LAIASSO 2/R GENOVA GE;127198;448351
C  2902;LA NUOVA SIPOM;;NULL;DCG/2017/197;DDT Campionatura Cliente;197;2017-02-27 00:00:00.000;2017;DCG;197;;2017-02-27 00:00:00.000;NULL;NULL;NULL;NULL;;127643;448389
C  2902;LA NUOVA SIPOM;;NULL;DCG/2017/263;DDT Campionatura Cliente;263;2017-02-27 00:00:00.000;2017;DCG;263;;2017-02-27 00:00:00.000;NULL;NULL;NULL;NULL;;127612;448470
C  2266;LA SERENISSIMA SAS;;NULL;DCG/2017/312;DDT Campionatura Cliente;312;2017-04-13 00:00:00.000;2017;DCG;312;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;137202;454023
C  2914;LAB. FITOCOSMETICO DOTT. FURIA SRL;;NULL;DCG/2017/141;DDT Campionatura Cliente;141;2017-02-24 00:00:00.000;2017;DCG;141;;2017-02-24 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;127057;448226
C  1516;LABORATOIRE CELLANDE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;DCG/2017/935;DDT Campionatura Cliente;935;2017-08-04 00:00:00.000;2017;DCG;935;;2017-08-04 00:00:00.000;DAP ST VINCENT EN BRESSE;RIM.DIR.60 GG DF;NULL;NULL;;155134;467089
C  2978;LABORATOIRES PHYTO TECHNIQUE SRL;;NULL;DCG/2017/796;DDT Campionatura Cliente;796;2017-08-02 00:00:00.000;2017;DCG;796;;2017-08-02 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;154534;466650
C  1475;LABORATOIRES VENUS S.A.P.E.C.O.;;NULL;DCG/2016/1018;DDT Campionatura Cliente;1018;2016-10-28 00:00:00.000;2016;DCG;1018;;2016-10-28 00:00:00.000;CFR ALGERI;C.A.D.(CASH AGAINST DOCUMENTS);NULL;NULL;;110622;436195
C  2048;LABORATORI HUR SRL;A     2;GIGLIOCHEM S.a.S.;DCG/2017/971;DDT Campionatura Cliente;971;2017-08-29 00:00:00.000;2017;DCG;971;;2017-08-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;156269;467996
C   646;LABORATORIO TERAPEUTICO MR SRL;A     2;GIGLIOCHEM S.a.S.;DCG/2017/820;DDT Campionatura Cliente;820;2017-08-03 00:00:00.000;2017;DCG;820;;2017-08-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;154967;466918
C  2373;LABORATORIOS FORENQUI,S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/645;DDT Campionatura Cliente;645;2017-06-21 00:00:00.000;2017;DCG;645;;2017-06-21 00:00:00.000;DAP PICASSENT -VALENCIA;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATORIOS FORENQUI,S.A. CAMINO DE LA COMA, S/N PICASSENT (VALENCIA);147942;461745
C  2373;LABORATORIOS FORENQUI,S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/887;DDT Campionatura Cliente;887;2017-08-04 00:00:00.000;2017;DCG;887;;2017-08-04 00:00:00.000;DAP PICASSENT -VALENCIA;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATORIOS FORENQUI,S.A. CAMINO DE LA COMA, S/N PICASSENT (VALENCIA);155067;467027
C  2206;LABORATORIOS VINFER S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/931;DDT Campionatura Cliente;931;2017-08-04 00:00:00.000;2017;DCG;931;;2017-08-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF;NULL;NULL;;155130;467085
C  2790;LABORATORY RTH EUROPE SAGL;;NULL;DCG/2016/889;DDT Campionatura Cliente;889;2016-10-06 00:00:00.000;2016;DCG;889;;2016-10-06 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;0;433738
C  2790;LABORATORY RTH EUROPE SAGL;;NULL;DCG/2017/984;DDT Campionatura Cliente;984;2017-09-04 00:00:00.000;2017;DCG;984;;2017-09-04 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;157100;468679
C  2790;LABORATORY RTH EUROPE SAGL;A    70;Russo Logistic Co. Ltd;DCG/2016/1089;DDT Campionatura Cliente;1089;2016-11-11 00:00:00.000;2016;DCG;1089;;2016-11-11 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;112919;437740
C   587;LABROCHEM SNC;A     2;GIGLIOCHEM S.a.S.;DCG/2017/790;DDT Campionatura Cliente;790;2017-08-02 00:00:00.000;2017;DCG;790;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;154527;466644
C  2458;LADY AROMA, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/609;DDT Campionatura Cliente;609;2017-06-20 00:00:00.000;2017;DCG;609;;2017-06-20 00:00:00.000;DAP MONTAVERNER- VALENCIA;RIM.DIR.90 GG DF;NULL;NULL;;147725;461496
C   697;LAIOLO & CAUSA SRL;;NULL;DCG/2016/225;DDT Campionatura Cliente;225;2016-03-21 00:00:00.000;2016;DCG;225;;2016-03-21 00:00:00.000;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;NULL;413295
C   920;LAMBERTI SPA;;NULL;DCG/2016/105;DDT Campionatura Cliente;105;2016-02-22 00:00:00.000;2016;DCG;105;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;73244;409934
C   920;LAMBERTI SPA;;NULL;DCG/2016/115;DDT Campionatura Cliente;115;2016-02-22 00:00:00.000;2016;DCG;115;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;73261;409948
C   920;LAMBERTI SPA;;NULL;DCG/2016/467;DDT Campionatura Cliente;467;2016-05-06 00:00:00.000;2016;DCG;467;;2016-05-06 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;418285
C   920;LAMBERTI SPA;;NULL;DCG/2016/490;DDT Campionatura Cliente;490;2016-05-11 00:00:00.000;2016;DCG;490;;2016-05-11 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;418672
C   920;LAMBERTI SPA;;NULL;DCG/2016/999;DDT Campionatura Cliente;999;2016-10-27 00:00:00.000;2016;DCG;999;;2016-10-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110307;436058
C   920;LAMBERTI SPA;;NULL;DCG/2017/174;DDT Campionatura Cliente;174;2017-02-27 00:00:00.000;2017;DCG;174;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127214;448366
C   920;LAMBERTI SPA;;NULL;DCG/2017/292;DDT Campionatura Cliente;292;2017-04-13 00:00:00.000;2017;DCG;292;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137223;453996
C   920;LAMBERTI SPA;;NULL;DCG/2017/301;DDT Campionatura Cliente;301;2017-04-13 00:00:00.000;2017;DCG;301;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137234;454009
C   920;LAMBERTI SPA;;NULL;DCG/2017/506;DDT Campionatura Cliente;506;2017-06-07 00:00:00.000;2017;DCG;506;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;145349;459937
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/1035;DDT Campionatura Cliente;1035;2016-11-04 00:00:00.000;2016;DCG;1035;;2016-11-04 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;0;436851
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/1176;DDT Campionatura Cliente;1176;2016-11-15 00:00:00.000;2016;DCG;1176;;2016-11-15 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;113352;438078
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/944;DDT Campionatura Cliente;944;2017-08-04 00:00:00.000;2017;DCG;944;;2017-08-04 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;155143;467098
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2017/99;DDT Campionatura Cliente;99;2017-02-23 00:00:00.000;2017;DCG;99;;2017-02-23 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;126869;448059
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;DCG/2016/156;DDT Campionatura Cliente;156;2016-03-16 00:00:00.000;2016;DCG;156;;2016-03-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;NULL;412622
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;DCG/2016/185;DDT Campionatura Cliente;185;2016-03-16 00:00:00.000;2016;DCG;185;;2016-03-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;NULL;412745
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;DCG/2017/164;DDT Campionatura Cliente;164;2017-02-27 00:00:00.000;2017;DCG;164;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;127202;448355
C  1038;LEMMEL S.A.;;NULL;DCG/2016/1045;DDT Campionatura Cliente;1045;2016-11-04 00:00:00.000;2016;DCG;1045;;2016-11-04 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;0;436866
C  1038;LEMMEL S.A.;;NULL;DCG/2016/1067;DDT Campionatura Cliente;1067;2016-11-08 00:00:00.000;2016;DCG;1067;;2016-11-08 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;0;437194
C  1038;LEMMEL S.A.;;NULL;DCG/2016/1080;DDT Campionatura Cliente;1080;2016-11-09 00:00:00.000;2016;DCG;1080;;2016-11-09 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;112549;437346
