CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;OCG/2017/540;ORDINE CAMPION. GRATUITA;E-MAIL BETTY;2017-05-09 00:00:00.000;2017;OCG;540;;2017-05-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;140108;456392
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;OCG/2017/568;ORDINE CAMPION. GRATUITA;E-MAIL BETTY;2017-05-15 00:00:00.000;2017;OCG;568;;2017-05-15 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;141195;457116
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;OCG/2017/81;ORDINE CAMPION. GRATUITA;VERBALE S.F.;2017-01-26 00:00:00.000;2017;OCG;81;;2017-01-26 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;122097;444635
C   331;L.MANETTI - H.ROBERTS & C. PA;A     2;GIGLIOCHEM S.a.S.;OCG/2017/932;ORDINE CAMPION. GRATUITA;E-MAIL E.M.;2017-08-02 00:00:00.000;2017;OCG;932;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;L.MANETTI - H.ROBERTS & C.  VIA BALDANZESE, 177 CALENZANO FI;154488;466615
C  2192;LA DUELLEPI SRL;;NULL;OCG/2017/1033;ORDINE CAMPION. GRATUITA;1033;2017-09-15 00:00:00.000;2017;OCG;1033;;2017-09-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;LA DUELLEPI SRL VIA LAIASSO 2/R GENOVA GE;158745;470066
C  2192;LA DUELLEPI SRL;;NULL;OCG/2017/127;ORDINE CAMPION. GRATUITA;127;2017-02-03 00:00:00.000;2017;OCG;127;;2017-02-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;LA DUELLEPI SRL VIA LAIASSO 2/R GENOVA GE;123354;445539
C  2902;LA NUOVA SIPOM;;NULL;OCG/2016/1320;ORDINE CAMPION. GRATUITA;1320;2016-12-02 00:00:00.000;2016;OCG;1320;;2016-12-02 00:00:00.000;NULL;NULL;NULL;NULL;;116301;440304
C  2902;LA NUOVA SIPOM;;NULL;OCG/2016/1343;ORDINE CAMPION. GRATUITA;1343;2016-12-12 00:00:00.000;2016;OCG;1343;;2016-12-12 00:00:00.000;NULL;NULL;NULL;NULL;;117110;440941
C  2266;LA SERENISSIMA SAS;;NULL;OCG/2017/306;ORDINE CAMPION. GRATUITA;306;2017-03-20 00:00:00.000;2017;OCG;306;;2017-03-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;131333;451114
C  2914;LAB. FITOCOSMETICO DOTT. FURIA SRL;;NULL;OCG/2017/59;ORDINE CAMPION. GRATUITA;E-MAIL;2017-01-20 00:00:00.000;2017;OCG;59;;2017-01-20 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;121418;444143
C  1516;LABORATOIRE CELLANDE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;OCG/2017/263;ORDINE CAMPION. GRATUITA;E-MAIL;2017-03-10 00:00:00.000;2017;OCG;263;;2017-03-10 00:00:00.000;DAP ST VINCENT EN BRESSE;RIM.DIR.60 GG DF;NULL;NULL;;129302;449884
C  2978;LABORATOIRES PHYTO TECHNIQUE SRL;;NULL;OCG/2017/865;ORDINE CAMPION. GRATUITA;E-MAIL A.M.;2017-07-18 00:00:00.000;2017;OCG;865;;2017-07-18 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;152075;464801
C  1475;LABORATOIRES VENUS S.A.P.E.C.O.;;NULL;OCG/2016/248;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-24 00:00:00.000;2016;OCG;248;;2016-02-24 00:00:00.000;CFR ALGERI;C.A.D.(CASH AGAINST DOCUMENTS);NULL;NULL;;73498;410181
C  2048;LABORATORI HUR SRL;A     2;GIGLIOCHEM S.a.S.;OCG/2017/964;ORDINE CAMPION. GRATUITA;CAM28/08;2017-08-28 00:00:00.000;2017;OCG;964;;2017-08-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;156041;467889
C   646;LABORATORIO TERAPEUTICO MR SRL;A     2;GIGLIOCHEM S.a.S.;OCG/2017/1001;ORDINE CAMPION. GRATUITA;CAM01/10;2017-09-07 00:00:00.000;2017;OCG;1001;;2017-09-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;157631;469065
C   646;LABORATORIO TERAPEUTICO MR SRL;A     2;GIGLIOCHEM S.a.S.;OCG/2017/850;ORDINE CAMPION. GRATUITA;CAM12/07;2017-07-12 00:00:00.000;2017;OCG;850;;2017-07-13 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;151404;464411
C  2373;LABORATORIOS FORENQUI,S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/587;ORDINE CAMPION. GRATUITA;E-MAIL;2017-05-17 00:00:00.000;2017;OCG;587;;2017-05-17 00:00:00.000;DAP PICASSENT -VALENCIA;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATORIOS FORENQUI,S.A. CAMINO DE LA COMA, S/N PICASSENT (VALENCIA);141747;457449
C  2373;LABORATORIOS FORENQUI,S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/911;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-27 00:00:00.000;2017;OCG;911;;2017-07-27 00:00:00.000;DAP PICASSENT -VALENCIA;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATORIOS FORENQUI,S.A. CAMINO DE LA COMA, S/N PICASSENT (VALENCIA);153600;465991
C  2206;LABORATORIOS VINFER S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/269;ORDINE CAMPION. GRATUITA;e-mail;2017-03-06 00:00:00.000;2017;OCG;269;;2017-03-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF;NULL;NULL;;129605;450176
C  2790;LABORATORY RTH EUROPE SAGL;;NULL;OCG/2016/1066;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-30 00:00:00.000;2016;OCG;1066;;2016-10-04 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;106955;433277
C  2790;LABORATORY RTH EUROPE SAGL;;NULL;OCG/2017/955;ORDINE CAMPION. GRATUITA;E-MAIL;2017-08-25 00:00:00.000;2017;OCG;955;;2017-08-25 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;155686;467740
C  2790;LABORATORY RTH EUROPE SAGL;A    70;Russo Logistic Co. Ltd;OCG/2016/1175;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-31 00:00:00.000;2016;OCG;1175;;2016-10-31 00:00:00.000;EXW TRICERRO;ANTICIPATO;NULL;NULL;;110787;436301
C   587;LABROCHEM SNC;A     2;GIGLIOCHEM S.a.S.;OCG/2017/900;ORDINE CAMPION. GRATUITA;CAMP21/07;2017-07-21 00:00:00.000;2017;OCG;900;;2017-07-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;152955;465497
C  2458;LADY AROMA, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/688;ORDINE CAMPION. GRATUITA;688;2017-06-07 00:00:00.000;2017;OCG;688;;2017-06-09 00:00:00.000;DAP MONTAVERNER- VALENCIA;RIM.DIR.90 GG DF;NULL;NULL;;145590;460166
C  2458;LADY AROMA, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/772;ORDINE CAMPION. GRATUITA;e-mail;2017-06-22 00:00:00.000;2017;OCG;772;;2017-06-22 00:00:00.000;DAP MONTAVERNER- VALENCIA;RIM.DIR.90 GG DF;NULL;NULL;;148151;461956
C   697;LAIOLO & CAUSA SRL;;NULL;OCG/2016/282;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-02 00:00:00.000;2016;OCG;282;;2016-03-02 00:00:00.000;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;74992;411116
C   920;LAMBERTI SPA;;NULL;OCG/2016/131;ORDINE CAMPION. GRATUITA;131;2016-02-02 00:00:00.000;2016;OCG;131;;2016-02-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;69355;407492
C   920;LAMBERTI SPA;;NULL;OCG/2016/154;ORDINE CAMPION. GRATUITA;154;2016-02-05 00:00:00.000;2016;OCG;154;;2016-02-05 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;70535;408029
C   920;LAMBERTI SPA;;NULL;OCG/2016/392;ORDINE CAMPION. GRATUITA;392;2016-03-29 00:00:00.000;2016;OCG;392;;2016-03-29 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;78489;413910
C   920;LAMBERTI SPA;;NULL;OCG/2016/463;ORDINE CAMPION. GRATUITA;463;2016-04-19 00:00:00.000;2016;OCG;463;;2016-04-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;82066;416156
C   920;LAMBERTI SPA;;NULL;OCG/2016/953;ORDINE CAMPION. GRATUITA;953;2016-09-05 00:00:00.000;2016;OCG;953;;2016-09-05 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;102321;430145
C   920;LAMBERTI SPA;;NULL;OCG/2017/1030;ORDINE CAMPION. GRATUITA;1030;2017-09-14 00:00:00.000;2017;OCG;1030;;2017-09-14 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;158579;469922
C   920;LAMBERTI SPA;;NULL;OCG/2017/126;ORDINE CAMPION. GRATUITA;126;2017-02-03 00:00:00.000;2017;OCG;126;;2017-02-03 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;123317;445501
C   920;LAMBERTI SPA;;NULL;OCG/2017/346;ORDINE CAMPION. GRATUITA;346;2017-03-28 00:00:00.000;2017;OCG;346;;2017-03-28 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;132268;451950
C   920;LAMBERTI SPA;;NULL;OCG/2017/351;ORDINE CAMPION. GRATUITA;351;2017-03-28 00:00:00.000;2017;OCG;351;;2017-03-28 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;132808;452043
C   920;LAMBERTI SPA;;NULL;OCG/2017/510;ORDINE CAMPION. GRATUITA;510;2017-05-03 00:00:00.000;2017;OCG;510;;2017-05-03 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;139359;455746
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2016/1162;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-26 00:00:00.000;2016;OCG;1162;;2016-10-26 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;110047;435753
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2016/1362;ORDINE CAMPION. GRATUITA;E-MAIL;2016-12-16 00:00:00.000;2016;OCG;1362;;2016-12-16 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;118081;441719
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2016/940;ORDINE CAMPION. GRATUITA;e-mail;2016-09-01 00:00:00.000;2016;OCG;940;;2016-09-01 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;101862;429717
C  2389;LAVANTIA NATURE, S.L.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/152;ORDINE CAMPION. GRATUITA;E-MAIL06022017;2017-02-09 00:00:00.000;2017;OCG;152;;2017-02-09 00:00:00.000;DAP SILLA (VALENCIA );RIM.DIR.90 GG DF FM;NULL;NULL;;124450;446271
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;OCG/2016/233;ORDINE CAMPION. GRATUITA;233;2016-02-23 00:00:00.000;2016;OCG;233;;2016-02-23 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;73326;410002
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;OCG/2016/234;ORDINE CAMPION. GRATUITA;234;2016-02-23 00:00:00.000;2016;OCG;234;;2016-02-23 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;73328;410006
C  2220;LC BEAUTY SPA;A    62;SILVIA MORARA;OCG/2017/117;ORDINE CAMPION. GRATUITA;117;2017-02-02 00:00:00.000;2017;OCG;117;;2017-02-02 00:00:00.000;FRANCO DESTINO;RIM.DIR.120 GG DF FM;NULL;NULL;LC BEAUTY SPA VIA PRIMO MAGGIO 5 - ZI CA' CHIAVELLO SAN MARINO (FAETANO) RSM;123185;445374
C  2911;LE ANTICHE MURA SRL - Unipersonale;A     2;GIGLIOCHEM S.a.S.;OCG/2017/1002;ORDINE CAMPION. GRATUITA;CAM07/09;2017-09-07 00:00:00.000;2017;OCG;1002;;2017-09-07 00:00:00.000;FRANCO DESTINO;RB 60 GG FM AL 10;NULL;NULL;;157633;469067
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1036;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-26 00:00:00.000;2016;OCG;1036;;2016-09-26 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;105863;432500
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1040;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-26 00:00:00.000;2016;OCG;1040;;2016-09-27 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;105977;432583
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1082;ORDINE CAMPION. GRATUITA;e-mail;2016-10-04 00:00:00.000;2016;OCG;1082;;2016-10-06 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;107254;433659
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1131;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-14 00:00:00.000;2016;OCG;1131;;2016-10-17 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;108713;434775
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1135;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-18 00:00:00.000;2016;OCG;1135;;2016-10-18 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;108968;434887
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1178;ORDINE CAMPION. GRATUITA;e-mail;2016-10-28 00:00:00.000;2016;OCG;1178;;2016-11-02 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;110842;436348
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1182;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-02 00:00:00.000;2016;OCG;1182;;2016-11-03 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;111024;436489
C  1038;LEMMEL S.A.;;NULL;OCG/2016/1352;ORDINE CAMPION. GRATUITA;E-MAIL;2016-12-09 00:00:00.000;2016;OCG;1352;;2016-12-12 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;117264;441042
C  1038;LEMMEL S.A.;;NULL;OCG/2016/269;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-26 00:00:00.000;2016;OCG;269;;2016-02-29 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;74093;410662
C  1038;LEMMEL S.A.;;NULL;OCG/2016/443;ORDINE CAMPION. GRATUITA;e-mail;2016-04-08 00:00:00.000;2016;OCG;443;;2016-04-12 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;80397;415441
C  1038;LEMMEL S.A.;;NULL;OCG/2016/813;ORDINE CAMPION. GRATUITA;813;2016-07-12 00:00:00.000;2016;OCG;813;;2016-07-12 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;95813;425890
C  1038;LEMMEL S.A.;;NULL;OCG/2016/888;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-28 00:00:00.000;2016;OCG;888;;2016-07-28 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;98798;427731
C  1038;LEMMEL S.A.;;NULL;OCG/2017/150;ORDINE CAMPION. GRATUITA;e-mail;2017-02-09 00:00:00.000;2017;OCG;150;;2017-02-09 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;124442;446263
C  1038;LEMMEL S.A.;;NULL;OCG/2017/177;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-15 00:00:00.000;2017;OCG;177;;2017-02-15 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;125085;446922
C  1038;LEMMEL S.A.;;NULL;OCG/2017/32;ORDINE CAMPION. GRATUITA;e-mail;2017-01-16 00:00:00.000;2017;OCG;32;;2017-01-16 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;120401;443346
C  1038;LEMMEL S.A.;;NULL;OCG/2017/408;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-11 00:00:00.000;2017;OCG;408;;2017-04-11 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;136555;453550
C  1038;LEMMEL S.A.;;NULL;OCG/2017/462;ORDINE CAMPION. GRATUITA;e-mail;2017-04-20 00:00:00.000;2017;OCG;462;;2017-04-20 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;138041;454728
C  1038;LEMMEL S.A.;;NULL;OCG/2017/482;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-27 00:00:00.000;2017;OCG;482;;2017-04-27 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;138701;455189
C  1038;LEMMEL S.A.;;NULL;OCG/2017/710;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-12 00:00:00.000;2017;OCG;710;;2017-06-13 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF;NULL;NULL;;146291;460495
C   362;L'ERBOLARIO SRL;;NULL;OCG/2016/2;ORDINE CAMPION. GRATUITA;E-MAIL;2016-01-04 00:00:00.000;2016;OCG;2;;2016-01-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM;NULL;NULL;;66561;404531
C   362;L'ERBOLARIO SRL;;NULL;OCG/2016/64;ORDINE CAMPION. GRATUITA;E-MAIL;2016-01-19 00:00:00.000;2016;OCG;64;;2016-01-19 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM;NULL;NULL;;67643;405885
C  2817;LINCOCHEM LIMITED;;NULL;OCG/2017/637;ORDINE CAMPION. GRATUITA;637;2017-05-22 00:00:00.000;2017;OCG;637;;2017-05-26 00:00:00.000;CFR TEMA PORT, GHANA;ANTICIPATO;NULL;NULL;Nouvelle Parfumerie Gandour CI  Zone Industrielle du Yupougon-01 bp 4387 ABJ 01  Abidjan, COSTA D'AVORIO;143418;458563
C  2570;LINEA BLU SRL;A    62;SILVIA MORARA;OCG/2017/817;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-04 00:00:00.000;2017;OCG;817;;2017-07-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;LINEA BLU SRL VIA LARGO PASCOLI, 36 MONTELABBATE PU;149941;463213
C  2570;LINEA BLU SRL;A    62;SILVIA MORARA;OCG/2017/994;ORDINE CAMPION. GRATUITA;994;2017-09-06 00:00:00.000;2017;OCG;994;;2017-09-06 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;LINEA BLU SRL VIA LARGO PASCOLI, 36 MONTELABBATE PU;157357;468919
C    92;LISAP SPA;;NULL;OCG/2016/791;ORDINE CAMPION. GRATUITA;E-MAIL A.M.;2016-07-06 00:00:00.000;2016;OCG;791;;2016-07-06 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;94841;425186
C    92;LISAP SPA;;NULL;OCG/2017/1017;ORDINE CAMPION. GRATUITA;E-MAIL;2017-09-11 00:00:00.000;2017;OCG;1017;;2017-09-11 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;158119;469429
C    92;LISAP SPA;;NULL;OCG/2017/1021;ORDINE CAMPION. GRATUITA;E-MAIL;2017-09-12 00:00:00.000;2017;OCG;1021;;2017-09-12 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;158364;469569
C  2693;LLC " RUSSO CHEMIE DNIPRO";;NULL;OCG/2016/43;ORDINE CAMPION. GRATUITA;E-MAIL;2016-01-13 00:00:00.000;2016;OCG;43;;2016-01-14 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;67217;405312
C  2693;LLC " RUSSO CHEMIE DNIPRO";;NULL;OCG/2016/762;ORDINE CAMPION. GRATUITA;E-MAIL;2016-06-23 00:00:00.000;2016;OCG;762;;2016-06-28 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;93356;424220
C  2930;LLC " RUSSO CHEMIE M" CO. LTD.;;NULL;OCG/2017/641;ORDINE CAMPION. GRATUITA;EMAIL;2017-05-26 00:00:00.000;2017;OCG;641;;2017-05-26 00:00:00.000;EXW TRICERRO;RIM.DIR.30 GG DF;NULL;NULL;;143566;458645
C  2930;LLC " RUSSO CHEMIE M" CO. LTD.;;NULL;OCG/2017/760;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-20 00:00:00.000;2017;OCG;760;;2017-06-21 00:00:00.000;EXW TRICERRO;RIM.DIR.30 GG DF;NULL;NULL;;147983;461825
C  2930;LLC " RUSSO CHEMIE M" CO. LTD.;;NULL;OCG/2017/892;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-18 00:00:00.000;2017;OCG;892;;2017-07-21 00:00:00.000;EXW TRICERRO;RIM.DIR.30 GG DF;NULL;NULL;;152842;465442
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/205;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-16 00:00:00.000;2016;OCG;205;;2016-02-17 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;72178;409198
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/330;ORDINE CAMPION. GRATUITA;EMAIL;2016-03-09 00:00:00.000;2016;OCG;330;;2016-03-11 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;76206;412166
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/674;ORDINE CAMPION. GRATUITA;E-mail;2016-06-07 00:00:00.000;2016;OCG;674;;2016-06-10 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;90080;421950
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/820;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-14 00:00:00.000;2016;OCG;820;;2016-07-14 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;96106;426157
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/821;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-14 00:00:00.000;2016;OCG;821;;2016-07-14 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;96141;426189
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2016/886;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-18 00:00:00.000;2016;OCG;886;;2016-07-28 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;98783;427715
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/181;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-15 00:00:00.000;2017;OCG;181;;2017-02-15 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;LLC "ELTON CORPORATION" 32-V, Hlybochytska str., office 154 Kiev, Ucraine;125146;446982
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/28;ORDINE CAMPION. GRATUITA;E-MAIL;2017-01-12 00:00:00.000;2017;OCG;28;;2017-01-12 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;LLC "ELTON CORPORATION" Glibochitska str, 32, build. V, of 154 Kyiv, Ukraine;120030;443070
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/288;ORDINE CAMPION. GRATUITA;E-MAIL;2017-03-17 00:00:00.000;2017;OCG;288;;2017-03-17 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;LLC "ELTON CORPORATION" 32-V, Hlybochytska str., office 154 Kiev, Ucraine;130988;450860
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/434;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-14 00:00:00.000;2017;OCG;434;;2017-04-14 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;LLC "ELTON CORPORATION" 32-V, Hlybochytska str., office 154 Kiev, Ucraine;137156;454111
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/569;ORDINE CAMPION. GRATUITA;E-MAIL;2017-05-15 00:00:00.000;2017;OCG;569;;2017-05-15 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;LLC "ELTON CORPORATION" 32-V, Hlybochytska str., office 154 Kiev, Ucraine;141216;457126
C  2659;LLC "ELTON CORPORATION";;NULL;OCG/2017/722;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-13 00:00:00.000;2017;OCG;722;;2017-06-14 00:00:00.000;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;146586;460650
